,index,date,open,high,low,close,volume,day
0,0,2020-12-23,24.0,26.850000381469727,22.600000381469727,24.442710876464844,73267754,2
1,1,2020-12-24,25.850000381469727,25.850000381469727,25.850000381469727,24.924814224243164,0,3
2,2,2020-12-28,25.5,28.799999237060547,25.450000762939453,26.41933822631836,63690016,0
3,3,2020-12-29,27.75,28.299999237060547,27.0,26.51576042175293,42409852,1
4,4,2020-12-30,27.75,27.899999618530273,27.049999237060547,26.612180709838867,30747254,2
5,5,2020-12-31,28.200000762939453,28.200000762939453,28.200000762939453,27.19070816040039,0,3
6,6,2021-01-04,28.600000381469727,31.950000762939453,28.350000381469727,30.710071563720703,74020781,0
7,7,2021-01-05,30.5,32.95000076293945,30.100000381469727,30.758281707763672,74254472,1
8,8,2021-01-06,31.799999237060547,32.900001525878906,31.700000762939453,30.66185760498047,34885604,2
9,9,2021-01-07,31.799999237060547,32.04999923706055,30.700000762939453,29.745861053466797,30080193,3
10,10,2021-01-08,31.200000762939453,32.400001525878906,30.899999618530273,30.902912139892578,31925842,4
11,11,2021-01-11,31.399999618530273,34.04999923706055,31.200000762939453,32.1563835144043,48767929,0
12,12,2021-01-12,33.349998474121094,34.79999923706055,32.650001525878906,32.879539489746094,35837894,1
13,13,2021-01-13,34.099998474121094,34.849998474121094,33.04999923706055,32.590274810791016,27600358,2
14,14,2021-01-14,34.0,34.599998474121094,33.0,31.86711883544922,20271380,3
15,15,2021-01-15,32.79999923706055,32.95000076293945,30.950000762939453,30.469018936157227,28005829,4
16,16,2021-01-18,32.0,33.0,31.700000762939453,31.818910598754883,26843235,0
17,17,2021-01-19,33.29999923706055,33.5,31.899999618530273,31.4814395904541,32454847,1
18,18,2021-01-20,32.650001525878906,33.5,31.899999618530273,31.818910598754883,27418788,2
19,19,2021-01-21,33.29999923706055,35.25,33.099998474121094,33.94017028808594,45399698,3
20,20,2021-01-22,35.349998474121094,35.70000076293945,34.150001525878906,34.229434967041016,29950510,4
21,21,2021-01-25,35.79999923706055,37.29999923706055,34.70000076293945,35.723960876464844,27247257,0
22,22,2021-01-26,36.650001525878906,37.04999923706055,35.0,33.988380432128906,27025210,1
23,23,2021-01-27,35.25,35.95000076293945,33.150001525878906,33.602699279785156,22478473,2
24,24,2021-01-28,33.95000076293945,34.400001525878906,32.849998474121094,32.493858337402344,25801588,3
25,25,2021-01-29,34.099998474121094,34.5,32.099998474121094,30.951120376586914,35364535,4
26,26,2021-02-01,32.29999923706055,33.849998474121094,32.29999923706055,32.011756896972656,17038631,0
27,27,2021-02-02,33.79999923706055,34.79999923706055,33.70000076293945,33.024173736572266,15297934,1
