,index,date,open,high,low,close,volume,day
0,0,2020-12-09,30.799999237060547,32.900001525878906,27.25,27.52996826171875,167261251,2
1,1,2020-12-10,27.450000762939453,30.200000762939453,27.350000381469727,29.49639320373535,24336142,3
2,2,2020-12-11,29.75,29.799999237060547,28.299999237060547,28.316537857055664,12133780,4
3,3,2020-12-14,29.0,29.799999237060547,28.049999237060547,29.201433181762695,6882700,0
4,4,2020-12-15,29.549999237060547,32.650001525878906,29.25,30.43044662475586,16409654,1
5,5,2020-12-16,30.950000762939453,31.799999237060547,30.299999237060547,30.577930450439453,3509785,2
6,6,2020-12-17,31.100000381469727,32.25,30.549999237060547,31.217018127441406,4647569,3
7,7,2020-12-18,31.75,32.79999923706055,31.0,31.85610580444336,6395723,4
8,8,2020-12-21,32.599998474121094,36.599998474121094,32.599998474121094,35.592315673828125,11758452,0
9,9,2020-12-22,36.20000076293945,38.849998474121094,36.20000076293945,35.936439514160156,7755489,1
10,10,2020-12-23,36.54999923706055,37.95000076293945,35.5,36.624691009521484,4342240,2
11,11,2020-12-24,35.95000076293945,35.95000076293945,35.95000076293945,35.34651184082031,0,3
12,12,2020-12-28,35.29999923706055,35.349998474121094,34.04999923706055,33.97001266479492,5577895,0
13,13,2020-12-29,34.04999923706055,35.79999923706055,34.04999923706055,35.00238800048828,3397495,1
14,14,2020-12-30,35.75,36.400001525878906,35.29999923706055,35.100711822509766,3387226,2
15,15,2020-12-31,36.0,36.0,36.0,35.39567184448242,0,3
16,16,2021-01-04,35.900001525878906,37.5,35.849998474121094,36.67384719848633,7198890,0
17,17,2021-01-05,38.0,38.0,36.599998474121094,36.23140335083008,5347741,1
18,18,2021-01-06,37.04999923706055,40.54999923706055,37.04999923706055,39.27936553955078,11097983,2
19,19,2021-01-07,41.400001525878906,44.5,41.400001525878906,41.835716247558594,10086173,3
20,20,2021-01-08,43.349998474121094,44.400001525878906,41.75,43.064735412597656,4762280,4
21,21,2021-01-11,44.5,45.0,42.099998474121094,41.934043884277344,6043776,0
22,22,2021-01-12,42.5,42.79999923706055,41.70000076293945,41.934043884277344,4318398,1
23,23,2021-01-13,42.70000076293945,43.45000076293945,42.5,42.27816390991211,3231798,2
24,24,2021-01-14,43.349998474121094,43.79999923706055,42.599998474121094,41.8848762512207,3642800,3
25,25,2021-01-15,42.79999923706055,42.79999923706055,40.5,40.50838088989258,6194836,4
26,26,2021-01-18,41.20000076293945,41.54999923706055,40.099998474121094,40.213417053222656,5190100,0
27,27,2021-01-19,41.5,45.79999923706055,40.900001525878906,43.85130310058594,13140264,1
28,28,2021-01-20,44.95000076293945,46.95000076293945,43.5,45.227806091308594,7361242,2
29,29,2021-01-21,45.599998474121094,45.79999923706055,43.599998474121094,43.163055419921875,3832358,3
30,30,2021-01-22,43.599998474121094,45.29999923706055,41.5,41.09830856323242,3962843,4
31,31,2021-01-25,42.04999923706055,42.95000076293945,41.599998474121094,41.934043884277344,3742767,0
32,32,2021-01-26,42.650001525878906,42.650001525878906,41.099998474121094,41.09830856323242,2012683,1
33,33,2021-01-27,42.0,42.900001525878906,40.04999923706055,41.294952392578125,4297798,2
34,34,2021-01-28,40.0,41.20000076293945,39.0,38.83692169189453,6999600,3
35,35,2021-01-29,39.900001525878906,42.0,39.900001525878906,40.11509704589844,12152538,4
36,36,2021-02-01,41.0,42.79999923706055,40.20000076293945,41.63907241821289,4018608,0
37,37,2021-02-02,42.95000076293945,44.0,41.650001525878906,41.49159622192383,6033525,1
38,38,2021-02-03,42.5,44.79999923706055,42.0,43.40886306762695,4584300,2
39,39,2021-02-04,44.150001525878906,45.45000076293945,43.150001525878906,43.55634307861328,3030542,3
40,40,2021-02-05,44.29999923706055,46.0,43.349998474121094,44.83451843261719,2475600,4
41,41,2021-02-08,46.5,49.95000076293945,46.5,48.66904830932617,4367054,0
42,42,2021-02-09,49.5,50.25,47.29999923706055,47.784156799316406,1462074,1
43,43,2021-02-10,47.599998474121094,48.20000076293945,45.599998474121094,46.899269104003906,4331853,2
44,44,2021-02-11,48.099998474121094,48.099998474121094,48.099998474121094,47.29255294799805,0,3
45,45,2021-02-16,48.099998474121094,48.900001525878906,47.0,47.19422912597656,998778,1
46,46,2021-02-17,47.79999923706055,49.20000076293945,46.900001525878906,48.17744445800781,4442400,2
47,47,2021-02-18,49.400001525878906,49.75,47.5,46.948429107666016,2550236,3
48,48,2021-02-19,47.75,51.95000076293945,47.400001525878906,49.947227478027344,3236081,4
49,49,2021-02-22,51.0,53.29999923706055,49.54999923706055,49.1606559753418,4086913,0
50,50,2021-02-23,49.099998474121094,49.849998474121094,47.5,47.24339294433594,3217171,1
51,51,2021-02-24,48.70000076293945,49.400001525878906,44.0,43.31053924560547,5170206,2
52,52,2021-02-25,45.0,47.75,44.099998474121094,46.26017761230469,5830075,3
53,53,2021-02-26,45.25,50.0,45.25,47.046749114990234,6223783,4
54,54,2021-03-01,49.45000076293945,49.75,47.849998474121094,47.98080062866211,3184922,0
55,55,2021-03-02,49.79999923706055,49.79999923706055,48.20000076293945,48.1282844543457,2574690,1
56,56,2021-03-03,48.849998474121094,49.20000076293945,48.20000076293945,48.07912063598633,2053261,2
57,57,2021-03-04,48.20000076293945,48.79999923706055,43.349998474121094,44.244590759277344,5330768,3
58,58,2021-03-05,42.0,43.0,40.25,41.73740005493164,7753742,4
59,59,2021-03-08,43.5,43.75,35.70000076293945,35.592315673828125,12410312,0
60,60,2021-03-09,35.5,38.29999923706055,33.349998474121094,36.575531005859375,11008384,1
61,61,2021-03-10,38.650001525878906,39.25,37.849998474121094,38.29615020751953,4155108,2
62,62,2021-03-11,39.5,41.25,38.0,40.31174087524414,4405829,3
63,63,2021-03-12,41.25,43.45000076293945,40.400001525878906,40.11509704589844,4069934,4
64,64,2021-03-15,42.0,44.900001525878906,41.45000076293945,41.73740005493164,5687032,0
65,65,2021-03-16,42.79999923706055,44.20000076293945,42.79999923706055,42.76976776123047,3424214,1
66,66,2021-03-17,43.5,45.95000076293945,43.45000076293945,45.080322265625,3111000,2
67,67,2021-03-18,46.400001525878906,49.5,46.099998474121094,45.81772994995117,4040359,3
68,68,2021-03-19,46.0,46.900001525878906,45.04999923706055,45.52276611328125,1982604,4
69,69,2021-03-22,46.0,47.79999923706055,44.45000076293945,44.04794692993164,2949400,0
70,70,2021-03-23,45.599998474121094,46.099998474121094,44.650001525878906,44.63787841796875,3075769,1
71,71,2021-03-24,45.70000076293945,45.75,42.099998474121094,41.73740005493164,3908083,2
72,72,2021-03-25,42.0,44.95000076293945,40.349998474121094,43.064735412597656,4832266,3
73,73,2021-03-26,44.5,47.599998474121094,44.0,46.35850524902344,4258485,4
74,74,2021-03-29,47.45000076293945,51.0,45.70000076293945,48.865692138671875,5312365,0
75,75,2021-03-30,49.849998474121094,50.79999923706055,47.45000076293945,47.14507293701172,3613200,1
76,76,2021-03-31,48.20000076293945,48.349998474121094,46.0,45.52276611328125,3539000,2
77,77,2021-04-01,46.900001525878906,47.79999923706055,44.150001525878906,44.490394592285156,6497650,3
78,78,2021-04-07,45.5,47.5,44.25,46.7026252746582,4214100,2
79,79,2021-04-08,47.5,47.599998474121094,45.79999923706055,45.71940994262695,2655650,3
80,80,2021-04-09,46.400001525878906,46.900001525878906,43.0,43.85130310058594,3274415,4
81,81,2021-04-12,44.599998474121094,45.04999923706055,43.20000076293945,43.064735412597656,2091509,0
82,82,2021-04-13,44.400001525878906,44.900001525878906,43.29999923706055,43.261383056640625,1973398,1
83,83,2021-04-14,43.5,46.349998474121094,43.5,45.03116226196289,2392665,2
84,84,2021-04-15,45.79999923706055,46.349998474121094,45.45000076293945,45.080322265625,1673661,3
85,85,2021-04-16,46.0,46.29999923706055,44.70000076293945,44.588714599609375,1306515,4
86,86,2021-04-19,45.349998474121094,46.79999923706055,45.04999923706055,46.014373779296875,1850985,0
87,87,2021-04-20,46.75,47.75,46.0,46.014373779296875,1586000,1
88,88,2021-04-21,46.650001525878906,46.650001525878906,45.400001525878906,45.473609924316406,846121,2
89,89,2021-04-22,46.5,47.45000076293945,45.75,45.52276611328125,1628200,3
90,90,2021-04-23,46.0,46.900001525878906,45.650001525878906,45.37528610229492,2554400,4
91,91,2021-04-26,46.150001525878906,48.349998474121094,46.0,46.40766525268555,2762420,0
92,92,2021-04-27,47.20000076293945,48.29999923706055,46.900001525878906,46.604305267333984,2181200,1
93,93,2021-04-28,47.04999923706055,48.099998474121094,47.04999923706055,47.29255294799805,1581976,2
94,94,2021-04-29,48.599998474121094,48.849998474121094,45.95000076293945,45.2769660949707,1684250,3
95,95,2021-04-30,46.150001525878906,46.70000076293945,45.150001525878906,45.080322265625,1078742,4
96,96,2021-05-03,46.5,46.5,45.0,44.78535842895508,1160800,0
97,97,2021-05-04,45.400001525878906,47.20000076293945,45.400001525878906,45.473609924316406,1063753,1
98,98,2021-05-05,46.25,46.95000076293945,45.20000076293945,44.68703842163086,987923,2
99,99,2021-05-06,46.150001525878906,46.5,44.79999923706055,45.621089935302734,1925684,3
100,100,2021-05-07,46.04999923706055,46.54999923706055,43.70000076293945,43.064735412597656,2617301,4
101,101,2021-05-10,43.900001525878906,44.900001525878906,41.45000076293945,41.78656005859375,4386000,0
102,102,2021-05-11,42.20000076293945,43.150001525878906,40.75,41.63907241821289,2605185,1
103,103,2021-05-12,42.5,44.5,42.20000076293945,41.73740005493164,4177750,2
104,104,2021-05-13,41.70000076293945,42.95000076293945,41.70000076293945,41.344112396240234,2326654,3
105,105,2021-05-14,42.75,42.75,41.099998474121094,41.49159622192383,1941600,4
106,106,2021-05-17,42.5,43.599998474121094,42.150001525878906,42.52396774291992,2651403,0
